Id,Time[ns],0:I²C: Address/Data
2125,72980120.00000000000000000000,ACK
2126,73000700.00000000000000000000,Data write: 03
2127,73081020.00000000000000000000,ACK
2128,73100360.00000000000000000000,Data write: FF
2129,73180700.00000000000000000000,ACK
2130,73204920.00000000000000000000,Stop
2131,73280360.00000000000000000000,Start
2132,73369340.00000000000000000000,Write
2133,73299060.00000000000000000000,Address write: 60
2134,73379380.00000000000000000000,ACK
2135,73399960.00000000000000000000,Data write: 03
2136,73480300.00000000000000000000,ACK
2137,73504520.00000000000000000000,Stop
2138,73534780.00000000000000000000,Start
2139,73623760.00000000000000000000,Read
2140,73553480.00000000000000000000,Address read: 60
2141,73633820.00000000000000000000,ACK
2142,73652140.00000000000000000000,Data read: FF
2143,73732480.00000000000000000000,NACK
2144,73758840.00000000000000000000,Start repeat
2145,73887100.00000000000000000000,Write
2146,73816820.00000000000000000000,Address write: 60
2147,73897160.00000000000000000000,ACK
2148,73917740.00000000000000000000,Data write: 03
2149,73998060.00000000000000000000,ACK
2150,74017400.00000000000000000000,Data write: FE
2151,74097720.00000000000000000000,ACK
2152,74121960.00000000000000000000,Stop
